"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"511",519,510,8,0.392800003290176,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['necesidad', 'contar', 'mas', 'espacio', 'jovenes', 'puedan_ser', 'escuchar']","Espacios públicos",530,"programa libertad asistida simple elqui  corporación gabriela mistral",4,4101,"14 a 18",5,"Programa Sename"
"512",520,511,4,0.271100014448166,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['ser', 'espectador']","Conectividad y transporte",531,"rem per casa central",8,8112,"10 a 13",8,"Programa Sename"
"513",521,512,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['justicia']","Paz y justicia",532,"colegio benjamín vicuña mackenna",6,6101,"10 a 13",32,"Establecimiento Educacional"
"514",522,513,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud', 'educacion', 'principalmente']","Mejorar calidad y acceso a salud y educación",533,"prm ciudad del niño los angeles",8,8301,"14 a 18",5,"Programa Sename"
"515",523,514,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'playa']","Espacios públicos",534,"colegio benjamin vicuña mackenna",6,6101,"6 a 9",31,"Establecimiento Educacional"
"516",524,515,6,0.271699994802475,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['espaciar']","Derechos sociales e igualdad",535,"niños y niñas de la comunidad indígena raiman",9,9207,"Todos",10,"Otro"
"517",525,516,9,0.379900008440018,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['problema', 'identificar', 'area', 'salud']","Espacios recreativos y de esparcimiento",536,"prm ciudad del niño concepción",8,8101,"14 a 18",8,"Programa Sename"
"518",526,517,5,0.263000011444092,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['deportar']","Seguridad",537,"chile crece contigo comunal puerto montt",10,10101,"6 a 9",11,"Otro"
"519",527,518,8,0.428900003433228,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'espacio', 'esparcimiento', 'establecimiento', 'mayoria', 'tiempo']","Espacios públicos",538,"ilustre municipalidad de la estrella",6,6202,"4 a 5",6,"Establecimiento Educacional"
"520",528,519,1,0.401399999856949,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'acceso', 'esperar', 'educacion', 'calidad']","Mejorar calidad y acceso a salud y educación",539,"cip crc  sename",1,1101,"14 a 18",7,"Programa Sename"
"521",529,520,1,0.446700006723404,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'acceso', 'educacion', 'calidad']","Mejorar calidad y acceso a salud y educación",540,"cip crc  sename",1,1101,"14 a 18",6,"Programa Sename"
"522",530,521,8,0.356400012969971,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['mamar', 'adulto', 'responsable', 'llevar', 'ninos_ninas', 'disfrutar', 'entorno', 'natural', 'espacio', 'deporte', 'aire_libre']","Espacios públicos",541,"escuela de verano papudo",5,5403,"Todos",52,"Otro"
"523",531,522,4,0.331999987363815,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['existencia', 'aguar', 'limpio', 'contaminar', 'petrolear', 'plasticos', 'rios', 'mar']","Conectividad y transporte",542,"escuela de verano laja 2020",8,8304,"6 a 9",16,"Establecimiento Educacional"
"524",532,523,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['igualdad']","Derechos sociales e igualdad",543,"cncpt san fernando",6,6301,"Todos",52,"Otro"
"525",533,524,3,0.341399997472763,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['ninos_ninas', 'desear', 'vivir', 'ambientar', 'tranquilo', 'existir', 'asesinato', 'saqueo']","Paz y justicia",544,"fortalecimiento municipal comuna de chile chico",11,11401,"10 a 13",6,"Oficina de Protección de Derechos"
"526",534,525,8,0.338200002908707,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'espacio', 'reciclaje']","Espacios públicos",545,"grupo de música",8,8312,"10 a 13",5,"Otro"
"527",535,526,5,0.28659999370575,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['adulto', 'ahora', 'mas', 'enojar']","Seguridad",546,"opd",15,15101,"10 a 13",10,"Oficina de Protección de Derechos"
"528",536,527,3,0.186100006103516,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['falto', 'criterio', 'partir', 'adulto', 'gente', 'encontrar', 'mas', 'sensible', 'ganar', 'debati']","Paz y justicia",547,"opd",15,15101,"14 a 18",11,"Oficina de Protección de Derechos"
"529",537,528,1,0.197899997234344,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['observ']","Mejorar calidad y acceso a salud y educación",548,"opd",15,15101,"6 a 9",5,"Oficina de Protección de Derechos"
"530",538,529,6,0.364199995994568,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mayor', 'familia', 'iglesia', 'segun', 'rango_etario']","Derechos sociales e igualdad",549,"chcc san pedro de la paz",8,8108,"10 a 13",50,"Otro"
"531",539,530,6,0.23199999332428,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['vivir_lugar', 'limpiar']","Derechos sociales e igualdad",550,"fortalecimiento municipal comuna de chile chico",11,11401,"6 a 9",19,"Establecimiento Educacional"
"532",540,531,6,0.262899994850159,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['familia', 'hablar', 'situacion', 'familiar', 'actual']","Derechos sociales e igualdad",551,"oficina de protección de derechos de la infancia y adolescencia curepto",7,7103,"10 a 13",15,"Oficina de Protección de Derechos"
"533",541,532,5,0.320600003004074,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['existir', 'mas', 'lugar', 'libre', 'plaza', 'cercar', 'hogar', 'pasar', 'mayor', 'tiempo', 'familia']","Seguridad",552,"programa 4a7 sernameg",5,5502,"6 a 9",10,"Establecimiento Educacional"
"534",542,533,1,0.503700017929077,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['codigos', 'convivencia', 'particular', 'casar', 'general', 'centrar']","Mejorar calidad y acceso a salud y educación",553,"crc cip limache servicio nacional de menores",5,5802,"14 a 18",33,"Programa Sename"
"535",543,534,7,0.409099996089935,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['necesidad', 'variar', 'segun', 'registrar', 'fotografico', 'material', 'trabajar', 'entornar']","Acceso a servicios y prestaciones dignas",554,"centro de madres temporeras colegio hernán merino correa",13,13401,"10 a 13",5,"Oficina de Protección de Derechos"
"536",544,535,1,0.376300007104874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'contactar', 'familia']","Mejorar calidad y acceso a salud y educación",555,"residencia virgen de los desamparados",5,5502,"6 a 9",7,"Programa Sename"
"537",545,536,7,0.281899988651276,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['costo', 'alto', 'negligencia']","Acceso a servicios y prestaciones dignas",556,"oficina local de la niñez",13,13110,"14 a 18",7,"Oficina Local de la Niñez"
"538",546,537,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['gente', 'cuidar']","Mejorar calidad y acceso a salud y educación",557,"centro de atención de hijos de mujeres temporeras",10,10105,"6 a 9",12,"Otro"
"539",547,538,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",558,"prm ciudad del niño los ángeles",8,8301,"6 a 9",9,"Programa Sename"
"540",548,539,6,0.422800004482269,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['punto', 'reciclaje', 'ninos', 'crear', 'mundo', 'contaminar']","Derechos sociales e igualdad",559,"centro para  niños y niñas con cuidadores principales temporeros",10,10204,"6 a 9",10,"Otro"
"541",549,540,3,0.427700012922287,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['renunciar', 'presidente', 'pinera']","Paz y justicia",560,"centro de verano escuela jaime felman miller",6,6114,"Todos",28,"Otro"
"542",550,541,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['paz']","Paz y justicia",561,"niños y niñas pertenecientes a los centros para hijos de madres temporeras",9,9209,"6 a 9",10,"Establecimiento Educacional"
"543",551,542,6,0.234099999070168,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['aminorar', 'violencia', 'observar']","Derechos sociales e igualdad",562,"opd san bernardo  chile crece contigo",13,13401,"Todos",6,"Oficina de Protección de Derechos"
"544",552,543,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['paz']","Paz y justicia",563,"centros para niños y niñas con cuidadores principales temporeras",10,10204,"10 a 13",10,"Otro"
"545",553,544,1,0.446700006723404,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'igualdad', 'salud', 'educacion']","Mejorar calidad y acceso a salud y educación",564,"programa para cuidadores temporeras",6,6109,"6 a 9",25,"Establecimiento Educacional"
"546",554,545,9,0.386099994182587,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['piscina', 'comunal', 'comuna', 'poder', 'usar', 'manera', 'gratuito', 'parque', 'acuatico']","Espacios recreativos y de esparcimiento",565,"municipalidad los muermos chile crece contigo",10,10106,"6 a 9",16,"Otro"
"547",555,546,9,0.428099989891052,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['piscina', 'municipal', 'sector']","Espacios recreativos y de esparcimiento",566,"centros para niños con cuidadores principales temporeras municipalidad de los muermos",10,10106,"6 a 9",10,"Otro"
"548",556,547,3,0.373100012540817,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['vivir', 'lugar', 'tranquilo', 'naturaleza', 'parque']","Paz y justicia",567,"seremi desarrollo  social región de aysen",11,11101,"6 a 9",16,"Establecimiento Educacional"
"549",557,548,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['falto', 'naturaleza', 'animal', 'libre']","Mejorar calidad y acceso a salud y educación",568,"oficina de protección de infancia",5,5802,"Todos",9,"Oficina de Protección de Derechos"
"550",558,549,4,0.235200002789497,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['ninos_ninas', 'experimentar', 'situación', 'violencia', 'barrio', 'generar', 'inseguridad', 'miedo', 'angustiar', 'constante', 'nivel', 'personal', 'familiar', 'necesidad', 'querer', 'poder', 'salir', 'jugar', 'ir', 'tranquilamente', 'escuela']","Conectividad y transporte",569,"opd peñalolén",13,13122,"6 a 9",6,"Oficina de Protección de Derechos"
"551",559,550,3,0.239600002765656,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['falto', 'infantil', 'ausencia', 'parque', 'ninos']","Paz y justicia",570,"unidad chile crece contigo municipalidad tortel",11,11303,"4 a 5",6,"Otro"
"552",560,551,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['aprender', 'reciclaje']","Derechos sociales e igualdad",571,"cncpt las cabras",6,6107,"6 a 9",15,"Otro"
"553",561,552,9,0.300999999046326,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['problema', 'mediar', 'ambiental']","Espacios recreativos y de esparcimiento",572,"cncpt las cabras",6,6107,"10 a 13",11,"Otro"
"554",562,553,6,0.271699994802475,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['reciclaje']","Derechos sociales e igualdad",573,"chile crece contigo",2,2102,"6 a 9",20,"Otro"
"555",563,554,1,0.281599998474121,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['tener', 'mas', 'areas_verdes', 'plaza', 'arbolar', 'animal', 'cuidarlos', 'plantar', 'hervir', 'fruto', 'verdura']","Mejorar calidad y acceso a salud y educación",574,"opd padre hurtado",13,13604,"4 a 5",4,"Otro"
"556",564,555,1,0.376300007104874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['carencia', 'calidad', 'acceso']","Mejorar calidad y acceso a salud y educación",575,"oficina de protección de derechos de infancia y adolescencia",8,8306,"10 a 13",5,"Oficina de Protección de Derechos"
"557",565,556,1,0.245900005102158,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['tener', 'mas', 'areas_verdes', 'plaza', 'arbolar', 'animal', 'cuidarlos', 'plantar', 'hierba', 'fruto', 'verdura', 'juntar', 'familia']","Mejorar calidad y acceso a salud y educación",576,"opd padre hurtado",13,13604,"6 a 9",6,"Otro"
"558",566,557,5,0.400200009346008,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['variedad', 'mas', 'arbolar', 'frutal', 'plaza', 'limpio', 'mas', 'arbolar', 'pasto', 'plaza']","Seguridad",577,"idayne",13,13113,"10 a 13",6,"Otro"
"559",567,558,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud']","Mejorar calidad y acceso a salud y educación",578,"fundación hogares verbo divino",8,8102,"14 a 18",11,"Programa Sename"
"560",568,559,4,0.330099999904633,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['visualizar', 'violencia', 'bien', 'lejano']","Conectividad y transporte",579,"chile crece contigo",10,10107,"Todos",16,"Otro"
"561",569,560,8,0.210899993777275,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['aguar', 'suficiente', 'comuna']","Espacios públicos",580,"oficina de protección de derechos",6,6204,"6 a 9",12,"Establecimiento Educacional"
"562",570,561,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'cuidar', 'nino']","Mejorar calidad y acceso a salud y educación",581,"sereme de desarrollo social y familia aysen",11,11101,"10 a 13",9,"Otro"
"563",571,562,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['sueldos_dignos', 'trabajador']","Mejorar calidad y acceso a salud y educación",582,"opd tome seremi del trabajo bio bio",8,8111,"14 a 18",16,"Oficina de Protección de Derechos"
"564",572,563,1,0.299699991941452,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['ninos', 'centrar', 'entornar', 'inmediato', 'casar', 'residenciar']","Mejorar calidad y acceso a salud y educación",583,"chile crece contigo",8,8301,"6 a 9",5,"Otro"
"565",573,564,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['bajo', 'pensionar']","Mejorar calidad y acceso a salud y educación",584,"hepi crianza",13,13107,"4 a 5",8,"Otro"
"566",574,565,4,0.229800000786781,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'calle', 'compost']","Conectividad y transporte",585,"opd",13,13604,"10 a 13",6,"Otro"
