"","orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
"653",674,652,6,0.289099991321564,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['participar', 'robo', 'saqueo']","Tópic_6","escuela de verano sotaqui",4,4301,3,23,"Escuelas"
"654",675,653,2,0.19760000705719,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['ser_escuchar']","Tópic_2","escuela de verano",4,4301,2,10,"Escuelas"
"655",676,654,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['rechazo', 'renuncie']","Tópic_1","escuela de verano colegio la isla",6,6105,2,27,"Escuelas"
"656",677,655,1,0.282799988985062,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pais', 'justicia', 'tomar', 'conciencia', 'pasar', 'llevar', 'gente', 'mas', 'amigable', 'necesidad', 'abuelito', 'pensión', 'bajo', 'recibir', 'gente', 'enfermo', 'opinar', 'decir', 'autoridad']","Tópic_1","opd 24 horas copiapó",3,3101,5,9,"OPD"
"657",678,656,8,0.275999993085861,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['tener', 'basurero', 'grande', 'parque']","Tópic_8","opd buin",13,13402,2,10,"OPD"
"658",679,657,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['pensiones_digna']","Tópic_4","sename",4,4101,4,6,"No detectado"
"659",680,658,6,0.278400003910065,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['individual', 'actuar', 'forma', 'responsable', 'informar', 'crear', 'cambio', 'significativo']","Tópic_6","cip crc san bernardo",13,13401,4,33,"No detectado"
"660",681,659,1,0.307099997997284,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['ronda', 'parte', 'institución', 'carabinero']","Tópic_1","centro para niños con cuidadores principales temporeros",6,6307,2,30,"Centro de cuidado de Padres Temporeros"
"661",682,660,3,0.19480000436306,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['preocupacion', 'tema']","Tópic_3","opd quintero",5,5107,2,20,"OPD"
"662",683,661,1,0.296299993991852,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['seguridad']","Tópic_1","escuela de verano colegio julio silva lazo",6,6105,2,20,"Escuelas"
"663",684,662,6,0.306699991226196,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['seguir', 'unido', 'pais', 'escuchado', 'solucionar', 'tema', 'importante', 'afectar', 'actualidad']","Tópic_6","opd quintero",5,5107,3,25,"OPD"
"664",685,663,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","centro de atención para hijos e hijas de mujeres principales temporeras",6,6303,2,21,"Centro de cuidado de Padres Temporeros"
"665",686,664,9,0.248500004410744,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['existir', 'desigualdad', 'sueldo', 'mas', 'alto', 'bajar', 'costo', 'vida']","Tópic_9","centro semicerrado femenino santiago",13,13120,4,3,"Programas NNA"
"666",687,665,1,0.307599991559982,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['existencia', 'ley', 'mas', 'duro']","Tópic_1","club deportivo basquetbol frutillar",10,10105,4,6,"Clubes Deportivos"
"667",688,666,7,0.344099998474121,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['gratuidad', 'educacion']","Tópic_7","casa sagrada familia",5,5301,3,10,"No detectado"
"668",689,667,0,0.249200001358986,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['hacer', 'actividad', 'campeonato', 'nino', 'adolescente', 'verano', 'adolescente', 'senalan', 'tiempo', 'casa', 'aburrido']","Tópic_0","oficina de protección de los derechos del niño",13,13601,5,19,"OPD"
"669",690,668,7,0.1942999958992,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['nna', 'plantear', 'salud', 'gratuito', 'adultos_mayor', 'igual', 'forma', 'medicamento']","Tópic_7","chile crece contigo",14,14106,3,8,"Programas NNA"
"670",691,669,3,0.226099997758865,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['pinera', 'renuncie']","Tópic_3","chile crece contigo",12,12301,4,10,"Programas NNA"
"671",692,670,0,0.264499992132187,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['utilizar', 'sitio', 'eriazo', 'hacer', 'plaza', 'juego', 'arbol', 'generar', 'sombra']","Tópic_0","oficina protección de derechos de niñez y jventudsan joaquin",13,13129,2,6,"OPD"
"672",693,671,6,0.19760000705719,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['cuidado', 'agua', 'ayudar', 'educar', 'par', 'vecino', 'conciencia']","Tópic_6","escuela de verano municipalidad de coltauco",6,6104,3,65,"Escuelas"
"673",694,672,4,0.292899996042252,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['generar', 'instancia', 'reciclaje']","Tópic_4","residencia familiar de la asociación cristiana de jóvenes",6,6101,4,7,"Programas NNA"
"674",695,673,7,0.211600005626678,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['respete', 'sexo', 'femenino', 'independiente', 'edad', 'eliminar', 'abuso', 'malos_trato']","Tópic_7","oficina de protección de derechos",4,4302,5,28,"OPD"
"675",696,674,2,0.266499996185303,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['gustaria', 'nino', 'sename']","Tópic_2","residencia familiar adolescentes de viña del mar de administración directa",5,5109,3,6,"Programas NNA"
"676",698,675,8,0.196099996566772,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['ademas', 'reconocer', 'idea', 'desigualdad', 'existir', 'pais', 'forma', 'disenado', 'sociedad']","Tópic_8","cipcrc cholchol",9,9121,4,18,"No detectado"
"677",699,676,8,0.289400011301041,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['crear', 'evento', 'juguete', 'nina', 'nino', 'padre', 'divertir']","Tópic_8","opd la serena",4,4101,2,2,"OPD"
"678",700,677,3,0.199699997901917,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['existir', 'mas', 'profesional', 'colegio', 'intervenir', 'caso', 'bullying']","Tópic_3","opd la serena",4,4101,3,2,"OPD"
"679",701,678,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejora', 'salud', 'educacion', 'sueldo']","Tópic_1","opd valle del itata infancia dideco coelemu chile crece contigo coelemu",16,16203,5,19,"OPD"
"680",702,679,2,0.23929999768734,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['realizar', 'grupo', 'apoyo', 'limpiar']","Tópic_2","escuela de verano",6,6110,2,55,"Escuelas"
"681",703,680,8,0.421099990606308,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['espacio', 'juego', 'entretencion']","Tópic_8","centro de niñas y niños con cuidadores principales temporeros",7,7402,2,9,"Centro de cuidado de Padres Temporeros"
"682",704,681,7,0.344099998474121,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['eliminar', 'psu']","Tópic_7","organizacion",2,2104,4,10,"No detectado"
"683",705,682,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['aumento', 'sueldo']","Tópic_1","programas pla independencia y ase dem",13,13108,4,4,"No detectado"
"684",706,683,8,0.34689998626709,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['espacio', 'divertir']","Tópic_8","opd palena",10,10404,2,9,"OPD"
"685",707,684,3,0.333200007677078,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mejore', 'forma', 'ensenar', 'materia', 'escuela', 'forma', 'adapten', 'habilidad', 'preferencia', 'aptitud', 'conocimiento']","Tópic_3","centro de niñas y niños con cuidadores principales temporeros",7,7402,3,15,"Centro de cuidado de Padres Temporeros"
"686",708,685,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","opd palena",10,10404,3,9,"OPD"
"687",709,686,1,0.343300014734268,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['autoridad', 'politico', 'cumplir', 'promesa']","Tópic_1","opd palena",10,10404,3,7,"OPD"
"688",710,687,6,0.279500007629394,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['existir', 'taller', 'nna', 'instructivo', 'tema', 'interesante', 'solo', 'art', 'plastica', 'musica']","Tópic_6","opd la serena",4,4101,4,4,"OPD"
"689",711,688,6,0.361400008201599,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['tener', 'mas', 'tiempo', 'madre']","Tópic_6","chile crece contigo",14,14204,2,15,"Programas NNA"
"690",712,689,8,0.254599988460541,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mejorar', 'multicancha', 'techo', 'servir', 'invierno', 'verano', 'tambien', 'pelota']","Tópic_8","escuela de verano puente ñuble",16,16305,5,12,"Escuelas"
"691",713,690,8,0.23479999601841,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['solicitar', 'brindar', 'mas', 'espacio', 'reflexionar', 'tema', 'contingencia', 'asi', 'sentir', 'parte', 'comunidad']","Tópic_8","centro semicerrado la serena",4,4101,4,6,"Programas NNA"
"692",714,691,4,0.202000007033348,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar', 'sueldo']","Tópic_4","corporación de acción y oportunidad opcion",13,13117,4,4,"No detectado"
"693",715,692,8,0.250400006771088,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['realizar', 'solo', 'pedir', 'desigualdad', 'social']","Tópic_8","opd vicuña",4,4106,5,12,"OPD"
"694",716,693,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","opd y ppf fundación mi casa",4,4301,3,6,"OPD"
"695",717,694,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['reciclar', 'casa']","Tópic_0","sename faee aadd concepcion arauco",8,8101,4,4,"Sename"
"696",718,695,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['remedio', 'caro']","Tópic_1","sename cip crc talca",7,7101,4,10,"Sename"
"697",719,696,3,0.218600004911423,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['malo', 'gestion', 'presidente', 'solucion', 'expulsar', 'deje', 'enviar', 'militar', 'calle', 'decir', 'visualizar', 'presidente', 'principal', 'responsable', 'situacion', 'vivir', 'pais']","Tópic_3","opd cerro navia",13,13103,5,63,"OPD"
"698",720,697,0,0.249200001358986,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['hacer', 'actividad', 'campeonato', 'nino', 'adolescente', 'verano', 'adolescente', 'senalan', 'tiempo', 'casa', 'aburrido']","Tópic_0","oficina de protección de los derechos del niño",13,13601,5,30,"OPD"
"699",721,698,4,0.201900005340576,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['bajar_precios', 'alimento']","Tópic_4","corporación opcion",13,13103,4,7,"No detectado"
"700",722,699,9,0.216499999165535,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['canil', 'perrera', 'ciudad']","Tópic_9","opd comuna de diego de almagro",3,3202,2,11,"OPD"
"701",723,700,1,0.456400007009506,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['renuncia', 'presidente', 'gabinete']","Tópic_1","fundacion dem pla recoleta ase dem",13,13127,4,7,"Fundaciones"
"702",724,701,9,0.248999997973442,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['joven', 'referir', 'propuesta', 'mejora', 'infraestructura', 'social', 'ayudaria', 'tener', 'percepcion', 'mas', 'positivo', 'vida']","Tópic_9","libertad asistida especial elqui",4,4101,4,6,"Programas NNA"
"703",725,702,7,0.48649999499321,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['priorizar', 'educacion', 'garantizado', 'calidad', 'sala', 'cuna']","Tópic_7","opd quellon",10,10208,4,5,"OPD"
"704",726,703,7,0.209499999880791,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['creer', 'instancia', 'mejorar', 'problema', 'contaminacion', 'educar', 'gente']","Tópic_7","ilustre mucnicpalidad sagrada familia",7,7307,2,27,"Municipalidades"
"705",727,704,4,0.388000011444092,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['contaminar', 'reciclar', 'cuidar', 'agua', 'uso', 'domestico']","Tópic_4","opd mataquito",7,7303,3,34,"OPD"
"706",728,705,0,0.301600009202957,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['tenian', 'derecho', 'nino']","Tópic_0","chcc maria elena",2,2302,5,11,"No detectado"
"707",729,706,1,0.290899991989136,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['querer', 'mas', 'seguridad', 'policial', 'plaza', 'autoridad', 'preocupar', 'necesidad']","Tópic_1","centros para niños con cuidadores principales temporeros",9,9121,2,11,"Centro de cuidado de Padres Temporeros"
"708",730,707,4,0.40650001168251,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['voluntad', 'esfuerzo', 'mejorar']","Tópic_4","centro de internación provisoria san joaquín",13,13129,4,12,"Centros de Internación Provisoria"
"709",731,708,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['botar', 'basura', 'contenedor']","Tópic_3","cescof maximino beltrán mora",9,9108,2,11,"No detectado"
"710",732,709,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'pensión']","Tópic_1","oficina de protección de derechos de pirque",13,13202,3,8,"OPD"
"711",733,710,4,0.279399991035461,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejor', 'calidad', 'vivienda', 'social', 'reducir', 'precio', 'vivienda']","Tópic_4","centro de internación provisoria de san joaquín",13,13129,4,6,"Centros de Internación Provisoria"
"712",734,711,1,0.433299988508224,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['villa', 'población', 'presente', 'oficina', 'municipal', 'gobierno', 'mayor', 'acceso', 'programa', 'estatal', 'operativo', 'biblioteca', 'programa', 'vivienda', 'conocer', 'pasar']","Tópic_1","centro de internación provisoria de san joaquín",13,13129,4,8,"Centros de Internación Provisoria"
"713",735,712,3,0.292800009250641,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['agrandar', 'cesfam', 'atiendan', 'mas', 'enfermedad']","Tópic_3","centro de internación provisoria san joaquín",13,13129,4,10,"Centros de Internación Provisoria"
"714",736,713,1,0.471700012683868,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['inyeccion', 'recurso', 'sistema', 'salud', 'publico', 'especificamente', 'area', 'salud', 'mental']","Tópic_1","corporación opción linares ase ple pla",7,7401,4,7,"No detectado"
"715",737,714,5,0.343300014734268,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['modifiquen', 'ley', 'mayor', 'garantia']","Tópic_5","opd concepcion",8,8101,2,25,"OPD"
"716",738,715,2,0.266499996185303,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['existir', 'equidad', 'sueldo']","Tópic_2","chile crece contigo bulnes",16,16102,2,10,"Programas NNA"
"717",739,716,0,0.20890000462532,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['tramo', 'edad', 'reconocer', 'bueno', 'capaz', 'empatizar', 'demanda', 'persona']","Tópic_0","opd concepcion",8,8101,2,13,"OPD"
"718",740,717,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['trabajar']","Tópic_4","escuela de verano",5,5401,2,11,"Escuelas"
"719",741,718,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","cncpt bulnes",16,16102,2,13,"Centro de cuidado de Padres Temporeros"
